content_id,base_path
bbb8985a-5451-4e9d-a601-8c55853a096c,/browse/abroad/living-abroad
dd842862-e148-4fe3-b363-e57d6a2689aa,/browse/abroad/passports
b9849cd6-61a7-42dc-8124-362d2c7d48b0,/browse/abroad/travel-abroad
5b8812ae-5fbb-4cae-afa5-bcd2df99dbbe,/browse/benefits/bereavement
55137051-1759-4251-a94c-476239ddfb36,/browse/benefits/disability
64e7bfb6-5213-425b-9e44-5c7eca17ad75,/browse/benefits/families
d35b8c98-7419-42f6-b7af-443e4f25edfc,/browse/benefits/help-for-carers
1c06c1a7-06f4-41f9-9b85-60d37a3f1a07,/browse/benefits/looking-for-work
cb4c2480-73e8-4096-bc1e-4f5398063dfc,/browse/benefits/low-income
d89b1fd0-6f3a-4675-a000-d2f0d9df21fa,/browse/benefits/manage-your-benefit
5168d32c-b9a3-4421-b2af-f7f80416a15a,/browse/benefits/unable-to-work
998d8fca-0c10-4b47-a0c3-4507dae84d77,/browse/births-deaths-marriages/child
932a86f4-4916-4d9f-99cb-dfd34d7ee5d1,/browse/births-deaths-marriages/child-adoption
0384fade-ef89-4dd7-8578-3df1d1699fa4,/browse/births-deaths-marriages/death
affe9184-22a0-4e27-9254-2e43f6b2c870,/browse/births-deaths-marriages/lasting-power-attorney
a1c39054-4fd5-44e9-8d1d-0c7acd57a6a4,/browse/births-deaths-marriages/marriage-divorce
553aa169-abde-4733-a84b-61fac93fe75e,/browse/births-deaths-marriages/register-offices
b7d6588c-a056-47fc-9528-0b9ff42c3866,/browse/business/business-tax
85103ee3-ffe3-45b4-9e83-2c5917814bc8,/browse/business/childcare-providers
0d72ae71-5930-43ae-89ea-7cf4cee5b122,/browse/business/expenses-employee-benefits
2d9131f5-d1a8-4f0c-b087-53ea0adfd160,/browse/business/exports
d574ae5d-8a16-4d54-8db1-bc6275e16d51,/browse/business/farming
75357ba3-3a08-4291-8fac-ff23eee69885,/browse/business/finance-support
75309d1a-bba9-4ad6-b0de-96d978624590,/browse/business/food
8c5661a7-dc03-4d80-8f66-69798c2f4dde,/browse/business/funding-debt
6bcf642a-4842-4204-8c2d-e63a071afd2d,/browse/business/generating-energy
26df9466-7d33-4c1e-924f-eeafa7db96b4,/browse/business/imports
f4dce598-64e0-4803-8e58-00c8c2b99111,/browse/business/intellectual-property
fcf23e92-328f-4990-ba44-fbee5f2f7d64,/browse/business/licences
6fb1566a-e69b-431c-9f08-29a37ac67fcd,/browse/business/limited-company
4c9ab91e-0a6d-4f3b-98c5-045cd99c10ba,/browse/business/manufacturing
206cab77-67ee-43d4-bdba-9291ff374bba,/browse/business/maritime
61dc0b91-3e32-4eaa-9aaf-219410baf81f,/browse/business/premises-rates
5a597bb2-7279-4fbc-b896-a162299116ee,/browse/business/sale-goods-services-data
fb179bc1-b6fa-4ad5-aafc-c79ba43204e1,/browse/business/science
ecf0af86-8fd8-4bb8-90a3-1ddedf5c108e,/browse/business/selling-closing
4c82bdf6-be57-467f-975d-36910fba2fa7,/browse/business/setting-up
e2e6c828-208d-4301-85ba-fbc9994e6e49,/browse/business/waste-environment
1159936b-be05-44cb-b52c-87b3c9153959,/browse/childcare-parenting/childcare
0d29abb4-efb3-4fd7-b798-f707b03a1e6a,/browse/childcare-parenting/divorce-separation-legal
e027612d-17f3-4183-ae8d-cde8f43dc471,/browse/childcare-parenting/financial-help-children
263bca52-026d-4c52-80c8-3af486908bf5,/browse/childcare-parenting/fostering-adoption-surrogacy
6028e11b-592e-40ec-81e6-312c9fcb749d,/browse/childcare-parenting/pregnancy-birth
6e3014fa-5bd1-48b9-9aab-f7b1241afdb6,/browse/childcare-parenting/schools-education
7ef2c175-8a4b-4eb9-969b-304c6b9a1452,/browse/citizenship/charities-honours
77046841-ab18-438b-9666-f2394a7f06cf,/browse/citizenship/citizenship
abc8dd38-bbb7-40a9-b5a2-4b8a2b0db699,/browse/citizenship/government
b2363441-b46d-4045-a7ed-828c354558f2,/browse/citizenship/voting
126f9803-4689-468f-b46e-552ce57e1ee4,/browse/disabilities/benefits
747191a7-f514-46d5-b107-dc65f4a3d547,/browse/disabilities/carers
48a1a4c2-23ac-44a8-b917-e72f629f2370,/browse/disabilities/equipment
1dfb607a-8dba-43e0-92e7-6f85848d06be,/browse/disabilities/rights
557c1d93-ed80-487a-8940-92c5122bdf13,/browse/disabilities/work
a066cec7-0d56-418b-9fbb-87ffe9bf5d7e,/browse/driving/businesses
240b873a-23d8-450a-87a5-7a991415fdbf,/browse/driving/buy-sell-scrap-vehicle
bf25c800-46e1-468b-8d79-beec491cfa89,/browse/driving/disability-health-condition
13a30e05-d75e-45d8-95d9-0445042a4066,/browse/driving/drivers-lorries-buses
32cd2eb4-26bc-4b1e-863a-f30a1d5a18b5,/browse/driving/driving-enforcing-the-law
bbbfd4b9-10e4-4cae-b4b9-2797ffa6a036,/browse/driving/driving-licences
231ad2c1-c1cd-4e00-8479-5277cfe05027,/browse/driving/driving-uk-and-abroad
eab15e3e-b9a5-48a9-82fe-6485d48a559d,/browse/driving/highway-code-road-safety
6af0f337-4da6-415c-a760-55b612d0e3e3,/browse/driving/learning-to-drive
3eb6e3d4-9a22-4519-915f-b0b0dd55335a,/browse/driving/manufacture-adapt-vehicle
33b8985e-9353-4f12-914e-531aad5469a0,/browse/driving/number-plate
11c4c5fa-9667-4a7a-825f-9e8256f0e225,/browse/driving/parking-public-transport-environment
a4ba1e34-fca1-497c-af7b-b7ff55d4e4b4,/browse/driving/penalty-points-fines-bans
ae54d8dc-0d05-4b30-8d56-30b5d65b43d6,/browse/driving/teaching-people-to-drive
52feb778-b249-4804-a9c3-dfdc05b7b224,/browse/driving/vehicle-and-driver-information
c4cbf7d1-c44e-4f47-b2c8-380e0609f8b0,/browse/driving/vehicle-tax-mot-insurance
fb3e06cb-1790-44b7-8067-39a900be9240,/browse/education/find-course
61778a6b-d0e8-4b75-85a9-8ec2e333581a,/browse/education/school-admissions-transport
99e2b248-baa4-4bf2-8a96-646fedd4d308,/browse/education/school-life
0bec25d2-61e9-43a3-b282-b000f22783c8,/browse/education/student-finance
d82ffc54-0132-4781-b678-8a96f4e9a654,/browse/education/universities-higher-education
dbad809a-29b0-4be7-b3d9-9b0b302c4f44,/browse/employing-people/contracts
962d3c8f-f949-49de-8988-207e17f39c43,/browse/employing-people/dismissals-redundancies
1a1c2c64-0c37-4ff8-b48c-98c4e236e059,/browse/employing-people/health-safety
66c4f694-4833-409f-9277-9133f935dda0,/browse/employing-people/payroll
4c3b2fc0-d26e-46c7-8302-2450c6dfd357,/browse/employing-people/pensions
18316184-f6ff-4581-a487-83935a490074,/browse/employing-people/recruiting-hiring
0d1822c7-c454-4dba-b77c-326bc911742a,/browse/employing-people/time-off
25ac566b-121e-4e1c-9c73-030e6554cb85,/browse/employing-people/trade-unions
005b240c-66f1-4862-b97d-2eaec9a3d331,/browse/environment-countryside/boats-waterways
d0b6f9f1-1b38-4524-bc50-9cb223b09516,/browse/environment-countryside/coasts
ef07738e-5c15-4bb3-9b41-3dc7f7332e3c,/browse/environment-countryside/countryside
5ff3e766-15b7-4ebf-8ba0-d813ba1abdd0,/browse/environment-countryside/fishing-hunting
dac60832-f78d-474a-9a07-ce0eb103aa53,/browse/environment-countryside/flooding-extreme-weather
e1f95744-84d0-4b0e-9440-276362406572,/browse/environment-countryside/recycling-waste-management
a002738a-c27c-463a-8be5-1ab5c701ddca,/browse/environment-countryside/treasure-wrecks
9803954d-13ad-433e-8d7c-5130029d7f70,/browse/environment-countryside/wildlife-biodiversity
c0f8dcc8-3973-478d-a287-83c41afb21f2,/browse/housing-local-services/council-housing-association
d958a860-3e80-4377-9d97-a491c77dbfc5,/browse/housing-local-services/council-tax
67da376c-b408-4229-8586-b09969f65d3a,/browse/housing-local-services/household-energy
ed816ec5-727e-4e1b-bc29-ab067df2e594,/browse/housing-local-services/landlords
4f8f62a8-9ff9-45ab-b4f7-aec5d1cffbad,/browse/housing-local-services/local-councils
ae8c76fb-16ac-4c8a-94e1-47de716896af,/browse/housing-local-services/noise-neighbours
fd2e4d02-1010-4136-8d59-01c299850b50,/browse/housing-local-services/owning-renting-property
4bc5d898-cd68-4c7f-906c-1329c963f3c9,/browse/housing-local-services/planning-permission
f4267150-2591-4c47-856a-25795c71f303,/browse/housing-local-services/recycling-rubbish
d9944c93-da60-4b69-8109-2e26bf801e42,/browse/housing-local-services/repossessions-evictions
a5f60151-afe7-45ea-8239-a440814b1193,/browse/housing-local-services/safety-environment
fb5999e3-e364-40a4-997c-c731ad51ca7d,/browse/justice/compensation-victim-support
6a7a5105-b09c-44ab-af8c-be64b20a0068,/browse/justice/courts-sentencing-tribunals
b4d7bb6c-ebb8-400a-b76d-afb90c5df5d0,/browse/justice/penalties-sentences-police
55f37ec4-078b-4b18-8edc-761f05d811b3,/browse/justice/prisons-probation
b17b99b8-a791-48f9-8eab-c78c39abf890,/browse/justice/reporting-crimes
dd8ab497-9a8b-4e27-b052-ab5a660d8376,/browse/justice/young-people
d91316d1-6f52-4350-be20-b2d98ba34b6c,/browse/justice/your-rights-legal-support
d6007553-8ed9-46bd-a5a6-de12f5e64491,/browse/tax/capital-gains
df2e7a3e-2078-45de-a75a-fd37d027427e,/browse/tax/court-claims-debt-bankruptcy
8b432175-2324-4c96-b6c6-9708cdab4fa1,/browse/tax/dealing-with-hmrc
fa069a4b-be51-45dd-a579-d357864986c1,/browse/tax/income-tax
d559e7cf-56cd-4866-90d1-94cf551e0a10,/browse/tax/inheritance-tax
67a359ef-0241-4776-a6c6-9d84e6b573cc,/browse/tax/national-insurance
fecdc8c8-4006-4f8e-95d5-fe40ca49c7a8,/browse/tax/self-assessment
895d337a-fa68-4c83-ab79-1c08016afe87,/browse/tax/vat
2d9903ac-4194-4034-a53b-30d768f4fafb,/browse/visas-immigration/arriving-in-the-uk
a8c22ca5-ac34-437b-9a5f-67203d8945f8,/browse/visas-immigration/asylum
2aaa0deb-65be-407c-b331-807c54ded5c1,/browse/visas-immigration/commonwealth-british-nationals-overseas
16e8b371-acd2-4b1b-a8a1-a430b04cb475,/browse/visas-immigration/eu-eea-swiss
ea1f74cd-7c16-48d8-bf79-1a45b80508ef,/browse/visas-immigration/family-visas
bf5acf7a-53c0-4e30-a584-c43a1b5ef6a8,/browse/visas-immigration/immigration-appeals
b5c53aed-51d4-430c-b79f-b09f669ce30a,/browse/visas-immigration/settle-in-the-uk
f63075f3-d3a1-40d0-846e-6c3330263535,/browse/visas-immigration/student-visas
749762c5-0e80-4d04-b766-9850192764d4,/browse/visas-immigration/tourist-short-stay-visas
ccab77c3-4452-439d-89d1-271c7cdafc25,/browse/visas-immigration/ukrainian-nationals
8ff60b56-b0e8-4019-af4c-80ca1ad04c29,/browse/visas-immigration/what-you-need-to-do
4ab4764d-d9ce-425f-a8cc-aaba4a38be09,/browse/visas-immigration/work-visas
201306e2-65d1-409a-92f6-d266f8151b8d,/browse/working/armed-forces
6b2f82a9-17c6-4a26-9c8a-9b4b10234891,/browse/working/contract-working-hours
eceb3053-43d1-4a49-873d-85ff9ade7066,/browse/working/finding-job
d81c1d6e-c54b-4fc1-a169-0b45520358cc,/browse/working/redundancies-dismissals
3a3f833e-45a1-4bbe-9ccb-25affe4f9dab,/browse/working/rights-trade-unions
57356c7f-feb7-4b18-8bda-e2274307186b,/browse/working/state-pension
a3e4b233-e2f3-4709-b531-8da7f21a3f6d,/browse/working/tax-minimum-wage
e7360935-e4c8-4882-a2ad-bc81f5d6eaac,/browse/working/time-off
bc5ca140-2539-4ec2-8733-9e0acb02f912,/browse/working/workplace-personal-pensions
